,Unnamed: 0,wTargetMeanLDA,wTargetCovLDA,tPropLDA,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
11,11,1.0,0.6274445194724407,11.496517419815063,1.0,0.6199518302524931,11.604769229888914,0.826,0.82,0.5,0.5,0.836,0.8190000000000001,0.5,0.5,0.516,0.5,20.0,0.0,14.0
12,12,1.0,0.643096368022043,5.571300268173218,1.0,0.62176657521525,7.753740072250366,0.831,0.823,0.5,0.5,0.843,0.8220000000000001,0.5,0.5,0.506,0.5,20.0,0.0,15.0
13,13,1.0,0.6336200332501913,9.877325057983398,1.0,0.6407680586074904,19.893252611160282,0.828,0.821,0.5,0.5,0.836,0.818,0.5,0.5,0.51,0.499,20.0,0.0,16.0
14,14,1.0,0.6351497549579173,23.637933254241943,1.0,0.6411703507578833,34.44152617454529,0.835,0.815,0.5,0.5,0.8340000000000001,0.8140000000000001,0.5,0.5,0.505,0.5,20.0,0.0,17.0
15,15,1.0,0.6425990534499653,5.725348472595215,1.0,0.6493283872247408,10.911294937133787,0.8340000000000001,0.815,0.5,0.5,0.835,0.8140000000000001,0.5,0.5,0.506,0.5,20.0,0.0,18.0
16,16,1.0,0.6356418544924487,12.210920572280884,1.0,0.6491463643596769,18.089148044586178,0.8340000000000001,0.812,0.5,0.5,0.833,0.815,0.5,0.5,0.504,0.5,20.0,0.0,19.0
17,17,1.0,0.6407298955825071,15.302746295928955,1.0,0.6509466305746288,21.76548385620117,0.833,0.8220000000000001,0.5,0.5,0.833,0.8140000000000001,0.5,0.5,0.506,0.5,20.0,0.0,20.0
18,18,1.0,0.6468329537620987,11.719998836517336,1.0,0.6567712393468952,21.67500638961792,0.833,0.82,0.5,0.5,0.833,0.8190000000000001,0.5,0.5,0.504,0.5,20.0,0.0,21.0
19,19,1.0,0.6494817184662598,26.552220106124878,1.0,0.6608450282001239,22.193972826004032,0.836,0.8220000000000001,0.5,0.5,0.8370000000000001,0.8220000000000001,0.5,0.5,0.504,0.5,20.0,0.0,22.0
20,20,1.0,0.6520438506750887,10.370725154876707,1.0,0.6622309840781644,19.41224312782288,0.8340000000000001,0.8240000000000001,0.5,0.5,0.8340000000000001,0.821,0.5,0.5,0.504,0.5,20.0,0.0,23.0
21,21,1.0,0.6568347038807834,14.5998055934906,1.0,0.6674347576233293,20.958006143569946,0.835,0.823,0.5,0.5,0.833,0.825,0.5,0.5,0.504,0.5,20.0,0.0,24.0
22,22,1.0,0.6544374081682653,11.341102123260498,1.0,0.6665659575196161,15.215378046035767,0.833,0.823,0.5,0.5,0.836,0.8190000000000001,0.5,0.5,0.507,0.5,20.0,0.0,25.0
23,23,1.0,0.6568928244384347,16.73919939994812,1.0,0.6700287234300151,22.86457872390747,0.8340000000000001,0.8240000000000001,0.5,0.5,0.835,0.8190000000000001,0.5,0.5,0.506,0.5,20.0,0.0,26.0
24,24,1.0,0.6597237742480024,14.51168966293335,1.0,0.6725618879780477,17.210047245025635,0.833,0.8240000000000001,0.5,0.5,0.8340000000000001,0.8170000000000001,0.5,0.5,0.509,0.5,20.0,0.0,27.0
25,25,1.0,0.6640315898819203,16.091581344604492,1.0,0.6764773120160666,27.189273357391357,0.8370000000000001,0.826,0.5,0.5,0.831,0.821,0.5,0.5,0.508,0.5,20.0,0.0,28.0
26,26,1.0,0.6572307951347195,25.554041385650635,1.0,0.6685388971812019,49.43196153640747,0.841,0.828,0.5,0.5,0.8290000000000001,0.821,0.5,0.5,0.508,0.5,20.0,0.0,29.0
27,27,1.0,0.6647308450351413,10.049510240554811,1.0,0.6761812909910792,17.362447500228882,0.8440000000000001,0.8240000000000001,0.5,0.5,0.838,0.8240000000000001,0.5,0.5,0.505,0.5,20.0,0.0,30.0
28,28,1.0,0.6783541345042201,15.576459407806395,1.0,0.6813383294064901,27.93211078643799,0.831,0.8220000000000001,0.5,0.5,0.8240000000000001,0.8190000000000001,0.5,0.5,0.52,0.5,20.0,0.0,31.0
29,29,1.0,0.6788913657841229,18.06802034378052,1.0,0.6827343979665539,37.081986427307136,0.828,0.8140000000000001,0.5,0.5,0.82,0.8109999999999999,0.5,0.5,0.521,0.5,20.0,0.0,32.0
30,30,1.0,0.6718191012724919,19.787940263748172,1.0,0.6917952781184058,38.288600206375115,0.83,0.813,0.5,0.5,0.8190000000000001,0.8079999999999999,0.5,0.5,0.52,0.5,20.0,0.0,33.0
31,31,1.0,0.6748641061517011,19.932679176330566,1.0,0.6910249091772451,26.03780817985535,0.833,0.813,0.5,0.5,0.826,0.809,0.5,0.5,0.51,0.5,20.0,0.0,34.0
32,32,1.0,0.678389714128708,20.896451711654663,1.0,0.6999602082724321,25.70320844650269,0.841,0.8170000000000001,0.5,0.5,0.8340000000000001,0.8170000000000001,0.5,0.5,0.504,0.5,20.0,0.0,35.0
33,33,1.0,0.680985941582253,21.44119143486023,1.0,0.6998756631466898,34.119074821472175,0.8390000000000001,0.821,0.5,0.5,0.835,0.82,0.5,0.5,0.504,0.5,20.0,0.0,36.0
34,34,1.0,0.6850708040310434,29.86100506782532,1.0,0.6987231571392636,43.53324580192566,0.835,0.825,0.5,0.5,0.833,0.82,0.5,0.5,0.506,0.5,20.0,0.0,37.0
35,35,1.0,0.6868399223600854,20.27937841415405,1.0,0.6972654057626833,36.309476613998406,0.835,0.8240000000000001,0.5,0.5,0.835,0.8190000000000001,0.5,0.5,0.506,0.5,20.0,0.0,38.0
36,36,1.0,0.6873066568376387,28.25941276550293,1.0,0.6991695060020053,49.997014284133904,0.8370000000000001,0.8240000000000001,0.5,0.5,0.833,0.82,0.5,0.5,0.506,0.5,20.0,0.0,39.0
37,37,1.0,0.6905835563528383,34.96205282211304,1.0,0.7102025709095777,42.873412370681756,0.8370000000000001,0.8240000000000001,0.5,0.5,0.831,0.8170000000000001,0.5,0.5,0.506,0.5,20.0,0.0,40.0
38,38,1.0,0.6926032752609013,22.55398368835449,1.0,0.7099727014166866,40.63826560974121,0.8370000000000001,0.8220000000000001,0.5,0.5,0.833,0.8220000000000001,0.5,0.5,0.506,0.5,20.0,0.0,41.0
39,39,1.0,0.6945776559079151,4.681221008300781,1.0,0.7111520989378413,1.5867130756378174,0.838,0.823,0.5,0.5,0.8340000000000001,0.821,0.5,0.5,0.506,0.5,20.0,0.0,42.0
40,40,1.0,0.7021223054162538,20.412001132965084,1.0,0.7129718135716736,47.41124606132507,0.833,0.8220000000000001,0.5,0.5,0.8290000000000001,0.82,0.5,0.5,0.512,0.5,20.0,0.0,43.0
41,41,1.0,0.6967264703385925,23.40315222740173,1.0,0.7126819087287071,44.01808452606201,0.8340000000000001,0.8220000000000001,0.5,0.5,0.8340000000000001,0.8190000000000001,0.5,0.5,0.508,0.5,20.0,0.0,44.0
42,42,1.0,0.7059225851748466,37.57398104667664,1.0,0.7170530342560495,51.72666072845459,0.8370000000000001,0.8240000000000001,0.5,0.5,0.835,0.825,0.5,0.5,0.506,0.5,20.0,0.0,45.0
43,43,1.0,0.7011553701060127,25.69563388824463,1.0,0.7105563582181187,46.30561470985413,0.835,0.825,0.5,0.5,0.833,0.825,0.5,0.5,0.506,0.5,20.0,0.0,46.0
44,44,1.0,0.7030716155965024,21.81724500656128,1.0,0.7109372457119073,39.44509506225586,0.836,0.823,0.5,0.5,0.8340000000000001,0.8240000000000001,0.5,0.5,0.506,0.5,20.0,0.0,47.0
45,45,1.0,0.7036229814049044,23.98112487792969,1.0,0.7123313876618127,45.04738998413086,0.835,0.825,0.5,0.5,0.833,0.8240000000000001,0.5,0.5,0.506,0.5,20.0,0.0,48.0
46,46,1.0,0.7056145667296193,26.31901240348816,1.0,0.7126322978268262,32.61782813072205,0.835,0.825,0.5,0.5,0.836,0.8240000000000001,0.5,0.5,0.506,0.5,20.0,0.0,49.0
47,47,1.0,0.7090804568089819,22.786700010299683,1.0,0.7213648161820642,25.539041996002197,0.8370000000000001,0.8220000000000001,0.5,0.5,0.8340000000000001,0.8240000000000001,0.5,0.5,0.506,0.5,20.0,0.0,50.0
48,48,1.0,0.7109352408344993,19.172661066055298,1.0,0.7224128834456753,26.53617763519287,0.8340000000000001,0.825,0.5,0.5,0.835,0.8240000000000001,0.5,0.5,0.506,0.5,20.0,0.0,51.0
49,49,1.0,0.7116705142756237,17.482014179229733,1.0,0.7245600625646553,25.15305209159851,0.836,0.821,0.5,0.5,0.835,0.821,0.5,0.5,0.507,0.5,20.0,0.0,52.0
50,0,1.0,0.5,2.9173550605773926,0.8454915028125263,0.5,3.2345855236053467,0.843,0.8370000000000001,0.5,0.5,0.82,0.696,0.5,0.494,0.502,0.434,20.0,1.0,3.0
51,1,1.0,0.58015863748208,2.9521181583404537,1.0,0.5126519005396301,4.048985004425049,0.833,0.823,0.5,0.5,0.833,0.802,0.5,0.5,0.5,0.5,20.0,1.0,4.0
52,2,1.0,0.5939198814162295,3.2187891006469727,1.0,0.5229468115527527,4.2418460845947275,0.799,0.8,0.5,0.5,0.821,0.8059999999999999,0.5,0.5,0.505,0.5,20.0,1.0,5.0
53,3,1.0,0.5830173043259863,4.533276557922363,1.0,0.5543076234507329,5.181678056716919,0.8029999999999999,0.8009999999999999,0.5,0.5,0.8170000000000001,0.8009999999999999,0.5,0.5,0.523,0.5,20.0,1.0,6.0
54,4,1.0,0.6040320557083191,5.069851875305176,1.0,0.6032936192745202,6.186152219772339,0.826,0.785,0.5,0.5,0.838,0.8109999999999999,0.5,0.5,0.503,0.49700000000000005,20.0,1.0,7.0
55,5,1.0,0.6157684441127846,6.606666803359985,1.0,0.6065751946527586,8.473456859588621,0.843,0.8140000000000001,0.5,0.5,0.841,0.818,0.5,0.5,0.502,0.5,20.0,1.0,8.0
56,6,1.0,0.6237597656861434,5.510564804077148,1.0,0.6063634289391837,7.123002290725707,0.8290000000000001,0.8240000000000001,0.5,0.5,0.845,0.825,0.5,0.5,0.506,0.5,20.0,1.0,9.0
57,7,1.0,0.6194466984667191,10.335212230682373,1.0,0.615778213491547,9.6286518573761,0.821,0.807,0.5,0.5,0.836,0.8109999999999999,0.5,0.5,0.509,0.49700000000000005,20.0,1.0,10.0
58,8,1.0,0.6175044432009661,6.601951599121094,1.0,0.6114378455515516,8.668280124664308,0.821,0.809,0.5,0.5,0.84,0.812,0.5,0.5,0.508,0.49700000000000005,20.0,1.0,11.0
59,9,1.0,0.6114565641238704,9.886428594589232,1.0,0.6089743430853153,10.848895788192749,0.821,0.818,0.5,0.5,0.835,0.818,0.5,0.5,0.52,0.498,20.0,1.0,12.0
60,10,1.0,0.6164964217285457,6.272676467895508,1.0,0.6153907925778662,7.991710186004639,0.821,0.818,0.5,0.5,0.835,0.816,0.5,0.5,0.517,0.49700000000000005,20.0,1.0,13.0
61,11,1.0,0.6318330726549527,5.767253875732423,1.0,0.642604881903643,7.741729259490968,0.8340000000000001,0.818,0.5,0.5,0.8420000000000001,0.815,0.5,0.5,0.506,0.49700000000000005,20.0,1.0,14.0
62,12,1.0,0.6245871833881442,5.116047382354736,1.0,0.6371128834857471,8.172945261001589,0.825,0.82,0.5,0.5,0.835,0.815,0.5,0.5,0.509,0.49700000000000005,20.0,1.0,15.0
63,13,1.0,0.6300218137847495,7.44470477104187,1.0,0.6390968397643989,16.733836889266968,0.825,0.8170000000000001,0.5,0.5,0.8340000000000001,0.8079999999999999,0.5,0.5,0.504,0.5,20.0,1.0,16.0
64,14,1.0,0.6371697407728658,10.974523067474363,1.0,0.646058320832294,14.256768941879272,0.826,0.8140000000000001,0.5,0.5,0.8340000000000001,0.8140000000000001,0.5,0.5,0.506,0.5,20.0,1.0,17.0
65,15,1.0,0.6467628417662672,10.752574682235718,1.0,0.6447050784777117,16.606314659118652,0.831,0.8109999999999999,0.5,0.5,0.833,0.8079999999999999,0.5,0.5,0.504,0.5,20.0,1.0,18.0
66,16,1.0,0.6491701726396168,15.48383617401123,1.0,0.6474443624015704,26.524281740188602,0.828,0.818,0.5,0.5,0.8270000000000001,0.812,0.5,0.5,0.506,0.5,20.0,1.0,19.0
67,17,1.0,0.6410834816098485,11.017860412597656,1.0,0.6545496740121789,26.054181575775146,0.836,0.8170000000000001,0.5,0.5,0.835,0.815,0.5,0.5,0.503,0.5,20.0,1.0,20.0
68,18,1.0,0.6589156920845973,12.70649266242981,1.0,0.6589078950138572,16.918944835662842,0.8270000000000001,0.8190000000000001,0.5,0.5,0.828,0.8170000000000001,0.5,0.5,0.504,0.5,20.0,1.0,21.0
69,19,1.0,0.6602424638121651,11.505006313323975,1.0,0.6589560501215007,16.407061338424686,0.8290000000000001,0.8190000000000001,0.5,0.5,0.8320000000000001,0.8190000000000001,0.5,0.5,0.504,0.5,20.0,1.0,22.0
70,20,1.0,0.6529644444341207,12.463586330413818,1.0,0.6654877060136406,17.975437641143802,0.835,0.823,0.5,0.5,0.838,0.821,0.5,0.5,0.504,0.5,20.0,1.0,23.0
71,21,1.0,0.6518633514277183,24.604000329971317,1.0,0.6644098071168317,25.16510510444641,0.8340000000000001,0.8240000000000001,0.5,0.5,0.83,0.8170000000000001,0.5,0.5,0.506,0.5,20.0,1.0,24.0
72,22,1.0,0.6530525786243517,16.960555076599118,1.0,0.6697044564645481,17.48395299911499,0.836,0.821,0.5,0.5,0.8340000000000001,0.82,0.5,0.5,0.506,0.5,20.0,1.0,25.0
73,23,1.0,0.6548453962741536,13.592740058898926,1.0,0.6723344425752202,18.412379026412964,0.8340000000000001,0.8240000000000001,0.5,0.5,0.831,0.8190000000000001,0.5,0.5,0.507,0.5,20.0,1.0,26.0
74,24,1.0,0.6605080254294575,14.524934530258179,1.0,0.6731357625798837,30.43587398529053,0.835,0.825,0.5,0.5,0.835,0.8190000000000001,0.5,0.5,0.507,0.5,20.0,1.0,27.0
75,25,1.0,0.6637732158984795,15.77993893623352,1.0,0.6764225660340994,16.068390369415287,0.836,0.8240000000000001,0.5,0.5,0.8320000000000001,0.821,0.5,0.5,0.507,0.5,20.0,1.0,28.0
76,26,1.0,0.6604972110662635,24.252112865447998,1.0,0.6831578579440006,23.4681396484375,0.8420000000000001,0.823,0.5,0.5,0.836,0.8240000000000001,0.5,0.5,0.505,0.5,20.0,1.0,29.0
77,27,1.0,0.6762223082849073,15.101874589920044,1.0,0.6798039807937459,14.274696826934814,0.833,0.8220000000000001,0.5,0.5,0.8270000000000001,0.8170000000000001,0.5,0.5,0.519,0.5,20.0,1.0,30.0
78,28,1.0,0.6669645619378216,19.093117237091068,1.0,0.6901789141374446,25.929587841033936,0.8290000000000001,0.812,0.5,0.5,0.8190000000000001,0.8079999999999999,0.5,0.5,0.521,0.5,20.0,1.0,31.0
79,29,1.0,0.6693905296485176,18.432680130004886,1.0,0.6892106774417127,22.86354660987854,0.826,0.812,0.5,0.5,0.82,0.807,0.5,0.5,0.519,0.5,20.0,1.0,32.0
80,30,1.0,0.6718910003329859,16.012432098388672,1.0,0.6913745463519371,27.88162708282471,0.833,0.8109999999999999,0.5,0.5,0.825,0.807,0.5,0.5,0.508,0.5,20.0,1.0,33.0
81,31,1.0,0.6754494950864486,18.81121635437012,1.0,0.6921162019191012,22.805675268173214,0.835,0.818,0.5,0.5,0.8340000000000001,0.816,0.5,0.5,0.503,0.5,20.0,1.0,34.0
82,32,1.0,0.6771352496845375,13.047388076782227,1.0,0.6999554628782801,26.437350273132324,0.835,0.82,0.5,0.5,0.835,0.8190000000000001,0.5,0.5,0.504,0.5,20.0,1.0,35.0
83,33,1.0,0.6833976808331188,13.655394792556764,1.0,0.6961633307052404,28.799106121063232,0.836,0.8240000000000001,0.5,0.5,0.8370000000000001,0.818,0.5,0.5,0.506,0.5,20.0,1.0,36.0
84,34,1.0,0.6838500697403329,18.272491693496704,1.0,0.696524281522633,35.67012572288513,0.8340000000000001,0.8240000000000001,0.5,0.5,0.8340000000000001,0.818,0.5,0.5,0.506,0.5,20.0,1.0,37.0
85,35,1.0,0.6841594452523128,33.046647310256965,1.0,0.6984358687425671,45.07921433448792,0.8340000000000001,0.821,0.5,0.5,0.836,0.8170000000000001,0.5,0.5,0.506,0.5,20.0,1.0,38.0
86,36,1.0,0.6873400939230785,21.560468196868896,1.0,0.7037008877138549,32.0192494392395,0.835,0.8220000000000001,0.5,0.5,0.8340000000000001,0.818,0.5,0.5,0.506,0.5,20.0,1.0,39.0
87,37,1.0,0.6905371388099251,24.54959511756897,1.0,0.7088922225342011,31.754828929901123,0.836,0.823,0.5,0.5,0.835,0.823,0.5,0.5,0.506,0.5,20.0,1.0,40.0
88,38,1.0,0.6922265306827924,20.005827426910397,1.0,0.7093928163350314,35.193228721618645,0.836,0.825,0.5,0.5,0.8340000000000001,0.823,0.5,0.5,0.506,0.5,20.0,1.0,41.0
89,39,1.0,0.6930159668979194,22.34358263015747,1.0,0.7115446635277289,34.878445625305176,0.8340000000000001,0.8220000000000001,0.5,0.5,0.833,0.8190000000000001,0.5,0.5,0.511,0.5,20.0,1.0,42.0
90,40,1.0,0.6944432079983509,25.683751821517944,1.0,0.7119550989643442,39.702319145202644,0.833,0.821,0.5,0.5,0.8340000000000001,0.818,0.5,0.5,0.507,0.5,20.0,1.0,43.0
91,41,1.0,0.6990988498846146,34.083175659179695,1.0,0.7103929523651658,32.321885108947754,0.835,0.8220000000000001,0.5,0.5,0.8340000000000001,0.823,0.5,0.5,0.506,0.5,20.0,1.0,44.0
92,42,1.0,0.6990254177578767,36.68111681938171,1.0,0.7103238128953613,30.025744915008545,0.835,0.823,0.5,0.5,0.835,0.818,0.5,0.5,0.506,0.5,20.0,1.0,45.0
93,43,1.0,0.7008560223961471,30.12697553634644,1.0,0.7105332985040047,42.932721138000495,0.8340000000000001,0.8240000000000001,0.5,0.5,0.8340000000000001,0.8240000000000001,0.5,0.5,0.506,0.5,20.0,1.0,46.0
94,44,1.0,0.7020222999738805,28.68671989440918,1.0,0.7112557510910518,41.21362066268921,0.835,0.8220000000000001,0.5,0.5,0.835,0.818,0.5,0.5,0.506,0.5,20.0,1.0,47.0
95,45,1.0,0.7031911704956861,23.31547474861145,1.0,0.7122848361436503,32.031389951705926,0.835,0.8220000000000001,0.5,0.5,0.833,0.8220000000000001,0.5,0.5,0.506,0.5,20.0,1.0,48.0
96,46,1.0,0.7070312595995232,24.451210737228394,1.0,0.7208049968702399,26.56053638458252,0.8340000000000001,0.8240000000000001,0.5,0.5,0.8340000000000001,0.8220000000000001,0.5,0.5,0.506,0.5,20.0,1.0,49.0
97,47,1.0,0.7089443032526359,27.014031887054443,1.0,0.7223877588911758,35.818214654922485,0.836,0.823,0.5,0.5,0.836,0.821,0.5,0.5,0.506,0.5,20.0,1.0,50.0
98,48,1.0,0.7097056536056681,22.923423528671265,1.0,0.7230246885571794,29.33993124961853,0.8340000000000001,0.8220000000000001,0.5,0.5,0.8320000000000001,0.823,0.5,0.5,0.507,0.5,20.0,1.0,51.0
99,49,1.0,0.7101033849189459,17.935558319091797,1.0,0.7249232212493881,26.752938985824585,0.833,0.8270000000000001,0.5,0.5,0.8320000000000001,0.826,0.5,0.5,0.511,0.5,20.0,1.0,52.0
100,0,1.0,0.42329986798066055,2.786176443099976,1.0,0.4744349050733882,3.130568265914917,0.835,0.6890000000000001,0.5,0.5,0.753,0.773,0.5,0.5,0.5,0.5,20.0,2.0,3.0
101,1,1.0,0.6284203193791279,3.203997135162353,1.0,0.505890136710675,3.7983014583587646,0.805,0.721,0.5,0.5,0.818,0.779,0.5,0.5,0.502,0.5,20.0,2.0,4.0
102,2,1.0,0.6097155712038207,3.8968429565429688,1.0,0.5303815336847428,4.6073691844940186,0.805,0.7290000000000001,0.5,0.5,0.8140000000000001,0.7709999999999999,0.5,0.5,0.515,0.5,20.0,2.0,5.0
103,3,1.0,0.5916293406071131,3.8942716121673584,1.0,0.5240287251380567,4.856745958328247,0.825,0.735,0.5,0.5,0.8320000000000001,0.7809999999999999,0.5,0.5,0.501,0.498,20.0,2.0,6.0
104,4,1.0,0.6062747247979416,4.876857042312622,1.0,0.5469728228291406,5.74485969543457,0.8440000000000001,0.72,0.5,0.5,0.836,0.787,0.5,0.5,0.501,0.5,20.0,2.0,7.0
105,5,1.0,0.6244822895902988,11.9236478805542,1.0,0.6083280063309962,17.540787935256958,0.83,0.815,0.5,0.5,0.843,0.815,0.5,0.5,0.506,0.5,20.0,2.0,8.0
106,6,1.0,0.6124768739994735,6.5181310176849365,1.0,0.6098756703939512,6.1089513301849365,0.8220000000000001,0.8029999999999999,0.5,0.5,0.84,0.807,0.5,0.5,0.506,0.498,20.0,2.0,9.0
107,7,1.0,0.6130367754937476,11.706613302230835,1.0,0.6095815401916458,14.239166021347046,0.821,0.804,0.5,0.5,0.84,0.8109999999999999,0.5,0.5,0.506,0.498,20.0,2.0,10.0
108,8,1.0,0.6046081631197947,11.26502776145935,1.0,0.606072932212619,16.04313635826111,0.82,0.8170000000000001,0.5,0.5,0.8340000000000001,0.813,0.5,0.5,0.519,0.499,20.0,2.0,11.0
109,9,1.0,0.6120322954729103,6.3705177307128915,1.0,0.6115241083236925,8.594689846038817,0.82,0.815,0.5,0.5,0.835,0.813,0.5,0.5,0.512,0.499,20.0,2.0,12.0
110,10,1.0,0.6264063976593186,7.333226203918457,1.0,0.6456459009206377,9.176016330718994,0.8340000000000001,0.815,0.5,0.5,0.843,0.8140000000000001,0.5,0.5,0.505,0.498,20.0,2.0,13.0
111,11,1.0,0.6200093965120852,8.118118047714232,1.0,0.6379081627270625,11.86148476600647,0.8240000000000001,0.816,0.5,0.5,0.833,0.8079999999999999,0.5,0.5,0.507,0.49700000000000005,20.0,2.0,14.0
112,12,1.0,0.6264856369010681,7.287611484527588,1.0,0.6380248570028032,13.329589128494264,0.825,0.8059999999999999,0.5,0.5,0.833,0.81,0.5,0.5,0.504,0.5,20.0,2.0,15.0
113,13,1.0,0.6306108015413607,35.8303210735321,1.0,0.6473388842264707,21.877321243286133,0.826,0.8109999999999999,0.5,0.5,0.833,0.81,0.5,0.5,0.504,0.5,20.0,2.0,16.0
114,14,1.0,0.6443017758930738,6.464616775512695,1.0,0.6437683682528239,10.835981845855713,0.831,0.809,0.5,0.5,0.831,0.807,0.5,0.5,0.504,0.5,20.0,2.0,17.0
115,15,1.0,0.6463350071304448,11.812408447265625,1.0,0.6438306069288575,17.775371551513672,0.828,0.816,0.5,0.5,0.828,0.8109999999999999,0.5,0.5,0.505,0.5,20.0,2.0,18.0
116,16,1.0,0.6538074213175183,17.51520824432373,1.0,0.6529831271662716,22.83177828788757,0.835,0.8140000000000001,0.5,0.5,0.833,0.815,0.5,0.5,0.503,0.5,20.0,2.0,19.0
117,17,1.0,0.6562044663437265,13.671406745910645,1.0,0.6548866350816493,18.5440514087677,0.8270000000000001,0.818,0.5,0.5,0.828,0.8170000000000001,0.5,0.5,0.504,0.5,20.0,2.0,20.0
118,18,1.0,0.6589371891542364,11.579485416412355,1.0,0.6559130258990961,18.94982409477234,0.831,0.82,0.5,0.5,0.831,0.821,0.5,0.5,0.504,0.5,20.0,2.0,21.0
119,19,1.0,0.6508002671154017,13.817708969116213,1.0,0.660815135734413,17.964435815811157,0.835,0.8220000000000001,0.5,0.5,0.836,0.82,0.5,0.5,0.504,0.5,20.0,2.0,22.0
120,20,1.0,0.6464256904340346,19.234139680862427,1.0,0.6616457960511197,20.00386905670166,0.835,0.823,0.5,0.5,0.83,0.816,0.5,0.5,0.506,0.5,20.0,2.0,23.0
121,21,1.0,0.6498285713474957,12.81002426147461,1.0,0.6670147681199479,16.9456684589386,0.838,0.821,0.5,0.5,0.8340000000000001,0.8170000000000001,0.5,0.5,0.506,0.5,20.0,2.0,24.0
122,22,1.0,0.6528702002749223,17.591228246688846,1.0,0.6687730094192101,22.93105673789978,0.8340000000000001,0.8240000000000001,0.5,0.5,0.8320000000000001,0.8170000000000001,0.5,0.5,0.507,0.5,20.0,2.0,25.0
123,23,1.0,0.6581841616799096,28.18095421791077,1.0,0.6718988882243336,23.46861505508423,0.835,0.825,0.5,0.5,0.8340000000000001,0.818,0.5,0.5,0.507,0.5,20.0,2.0,26.0
124,24,1.0,0.6615689422899411,14.903838157653807,1.0,0.6749639584776347,25.60886240005493,0.8370000000000001,0.8240000000000001,0.5,0.5,0.831,0.8220000000000001,0.5,0.5,0.507,0.5,20.0,2.0,27.0
125,25,1.0,0.6586095638682299,15.976603984832765,1.0,0.6811165842474411,17.65498375892639,0.843,0.8240000000000001,0.5,0.5,0.8370000000000001,0.823,0.5,0.5,0.505,0.5,20.0,2.0,28.0
126,26,1.0,0.6745061669855414,20.218635082244877,1.0,0.6770174152163654,28.21323585510254,0.831,0.818,0.5,0.5,0.826,0.8170000000000001,0.5,0.5,0.519,0.5,20.0,2.0,29.0
127,27,1.0,0.6652601481683473,28.60528802871704,1.0,0.6805857576706528,26.818615436553955,0.8290000000000001,0.813,0.5,0.5,0.8190000000000001,0.81,0.5,0.5,0.521,0.5,20.0,2.0,30.0
